No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
31693,136.0,171.0,15.0,63.0,1700.0,61.0,17.6,1018.3,10.5,0.0,ESE,3.2,Aotizhongxin,2016-10-11 12:00:00
31694,151.0,151.0,17.0,60.0,2000.0,74.0,18.2,1017.5,10.8,0.0,SE,2.9,Aotizhongxin,2016-10-11 13:00:00
31695,152.0,152.0,20.0,60.0,2400.0,83.0,18.4,1016.9,10.7,0.0,SSE,2.3,Aotizhongxin,2016-10-11 14:00:00
31696,155.0,155.0,14.0,65.0,2400.0,74.0,18.3,1016.8,10.9,0.0,S,2.2,Aotizhongxin,2016-10-11 15:00:00
31697,148.0,159.0,10.0,62.0,1900.0,80.0,17.9,1017.0,10.0,0.0,SE,2.6,Aotizhongxin,2016-10-11 16:00:00
31698,112.0,112.0,6.0,61.0,1400.0,63.0,17.3,1017.5,10.7,0.0,SSE,1.7,Aotizhongxin,2016-10-11 17:00:00
31699,104.0,125.0,2.0,70.0,1400.0,48.0,15.6,1018.2,10.8,0.0,ESE,1.1,Aotizhongxin,2016-10-11 18:00:00
31700,110.0,110.0,2.0,82.0,1400.0,28.0,15.0,1019.0,10.0,0.0,ESE,1.4,Aotizhongxin,2016-10-11 19:00:00
31701,86.0,86.0,2.0,93.0,1200.0,4.0,14.3,1019.7,9.3,0.0,SE,1.4,Aotizhongxin,2016-10-11 20:00:00
31702,72.0,72.0,2.0,78.0,1000.0,6.0,13.8,1020.6,8.8,0.0,SSE,1.8,Aotizhongxin,2016-10-11 21:00:00
31703,51.0,69.0,2.0,65.0,1000.0,13.0,13.6,1021.0,8.6,0.0,S,1.1,Aotizhongxin,2016-10-11 22:00:00
31704,51.0,55.0,2.0,67.0,900.0,9.0,13.7,1021.4,8.1,0.0,SSE,1.4,Aotizhongxin,2016-10-11 23:00:00
31705,47.0,57.0,2.0,64.0,900.0,10.0,13.3,1021.5,7.5,0.0,SE,1.2,Aotizhongxin,2016-10-12 00:00:00
31706,49.0,62.0,2.0,65.0,900.0,6.0,13.0,1021.4,7.9,0.0,ESE,1.0,Aotizhongxin,2016-10-12 01:00:00
31707,54.0,56.0,2.0,67.0,900.0,7.0,13.0,1021.3,7.7,0.0,ESE,0.7,Aotizhongxin,2016-10-12 02:00:00
31708,47.0,47.0,2.0,68.0,700.0,9.0,12.8,1021.3,8.5,0.0,ENE,1.1,Aotizhongxin,2016-10-12 03:00:00
31709,47.0,54.0,2.0,46.0,700.0,32.0,12.5,1021.4,8.0,0.0,E,1.4,Aotizhongxin,2016-10-12 04:00:00
31710,49.0,56.0,2.0,68.0,800.0,4.0,12.3,1021.6,8.4,0.0,E,1.1,Aotizhongxin,2016-10-12 05:00:00
31711,54.0,57.0,2.0,71.0,1000.0,2.0,12.5,1021.8,7.8,0.0,E,0.9,Aotizhongxin,2016-10-12 06:00:00
31712,61.0,67.0,2.0,70.0,1100.0,2.0,12.3,1022.2,8.6,0.0,E,1.0,Aotizhongxin,2016-10-12 07:00:00
31713,59.0,67.0,2.0,69.0,1100.0,2.0,12.7,1022.6,9.0,0.0,NE,1.2,Aotizhongxin,2016-10-12 08:00:00
31714,60.0,77.0,3.0,69.0,1300.0,2.0,13.1,1023.2,8.4,0.0,NNE,1.2,Aotizhongxin,2016-10-12 09:00:00
31715,65.0,66.0,2.0,67.0,1300.0,3.0,14.5,1022.8,8.7,0.0,NE,1.2,Aotizhongxin,2016-10-12 10:00:00
31716,73.0,78.0,3.0,65.0,1300.0,11.0,15.6,1022.3,9.3,0.0,S,0.7,Aotizhongxin,2016-10-12 11:00:00
31717,76.0,91.0,3.0,68.0,1300.0,16.0,16.5,1021.2,9.4,0.0,SSW,1.5,Aotizhongxin,2016-10-12 12:00:00
31718,87.0,93.0,5.0,72.0,1300.0,28.0,17.6,1019.9,10.0,0.0,SE,1.6,Aotizhongxin,2016-10-12 13:00:00
31719,96.0,116.0,5.0,76.0,1300.0,38.0,18.1,1019.0,10.9,0.0,SSW,1.0,Aotizhongxin,2016-10-12 14:00:00
31720,97.0,99.0,4.0,42.0,1000.0,88.0,18.2,1018.2,10.6,0.0,S,1.5,Aotizhongxin,2016-10-12 15:00:00
31721,97.0,97.0,3.0,33.0,900.0,106.0,18.1,1017.6,9.7,0.0,SSW,2.1,Aotizhongxin,2016-10-12 16:00:00
31722,87.0,88.0,3.0,37.0,900.0,97.0,17.6,1017.3,9.7,0.0,SSW,1.4,Aotizhongxin,2016-10-12 17:00:00
31723,82.0,95.0,2.0,51.0,900.0,79.0,16.1,1017.2,10.2,0.0,SSW,0.8,Aotizhongxin,2016-10-12 18:00:00
31724,88.0,97.0,2.0,68.0,1100.0,56.0,14.9,1017.4,10.5,0.0,SSE,0.8,Aotizhongxin,2016-10-12 19:00:00
31725,100.0,113.0,2.0,72.0,1100.0,54.0,15.2,1017.5,11.0,0.0,SSE,1.0,Aotizhongxin,2016-10-12 20:00:00
31726,110.0,123.0,3.0,82.0,1200.0,42.0,16.1,1017.6,10.8,0.0,S,1.0,Aotizhongxin,2016-10-12 21:00:00
31727,120.0,188.0,2.0,100.0,1700.0,11.0,15.8,1017.7,11.6,0.0,SE,1.1,Aotizhongxin,2016-10-12 22:00:00
31728,121.0,155.0,2.0,101.0,1900.0,2.0,15.3,1017.6,11.7,0.0,ENE,0.8,Aotizhongxin,2016-10-12 23:00:00
31729,118.0,151.0,2.0,95.0,1700.0,2.0,13.8,1017.1,11.7,0.0,ENE,0.4,Aotizhongxin,2016-10-13 00:00:00
31730,120.0,150.0,2.0,91.0,1700.0,2.0,12.2,1016.7,10.9,0.0,NNE,0.8,Aotizhongxin,2016-10-13 01:00:00
31731,120.0,138.0,2.0,62.33110181311018,1600.0,2.0,11.6,1016.3,10.5,0.0,SSW,0.3,Aotizhongxin,2016-10-13 02:00:00
31732,117.0,130.0,2.0,87.0,1500.0,2.0,11.2,1016.1,10.3,0.0,NE,0.1,Aotizhongxin,2016-10-13 03:00:00
31733,111.0,120.0,2.0,85.0,1600.0,33.94703389830509,10.8,1016.0,10.0,0.0,WNW,0.1,Aotizhongxin,2016-10-13 04:00:00
31734,108.0,112.0,2.0,74.0,1400.0,2.0,10.6,1016.2,9.8,0.0,ENE,0.0,Aotizhongxin,2016-10-13 05:00:00
31735,110.0,117.0,2.0,71.0,1400.0,2.0,10.5,1016.6,9.9,0.0,NW,0.3,Aotizhongxin,2016-10-13 06:00:00
31736,106.0,116.0,2.0,65.0,1400.0,2.0,10.4,1016.8,9.8,0.0,NNE,0.5,Aotizhongxin,2016-10-13 07:00:00
31737,108.0,136.0,2.0,62.0,1400.0,2.0,12.2,1017.1,11.6,0.0,E,0.7,Aotizhongxin,2016-10-13 08:00:00
31738,125.0,137.0,2.0,64.0,1400.0,2.0,14.6,1017.3,12.3,0.0,ENE,1.1,Aotizhongxin,2016-10-13 09:00:00
31739,139.0,139.0,2.0,68.0,1400.0,9.0,16.3,1016.9,11.9,0.0,NE,1.6,Aotizhongxin,2016-10-13 10:00:00
31740,146.0,151.0,3.0,73.0,1400.0,32.0,18.0,1016.6,12.4,0.0,ENE,1.3,Aotizhongxin,2016-10-13 11:00:00
31741,163.0,170.0,5.0,76.0,1400.0,59.0,19.0,1015.7,12.5,0.0,NW,0.7,Aotizhongxin,2016-10-13 12:00:00
31742,167.0,167.0,5.0,70.0,1300.0,85.0,20.1,1014.8,12.8,0.0,NE,0.9,Aotizhongxin,2016-10-13 13:00:00
31743,174.0,174.0,5.0,78.0,1400.0,95.0,21.0,1014.0,12.2,0.0,SW,1.5,Aotizhongxin,2016-10-13 14:00:00
31744,181.0,181.0,4.0,87.0,1400.0,100.0,21.5,1013.4,12.6,0.0,S,1.4,Aotizhongxin,2016-10-13 15:00:00
31745,178.0,178.0,4.0,103.0,1400.0,92.0,21.3,1013.2,13.0,0.0,S,1.4,Aotizhongxin,2016-10-13 16:00:00
31746,182.0,200.0,3.0,136.0,1500.0,61.0,20.3,1013.3,13.0,0.0,S,1.5,Aotizhongxin,2016-10-13 17:00:00
31747,192.0,192.0,2.0,115.0,1500.0,73.0,19.1,1013.5,13.1,0.0,SSW,1.4,Aotizhongxin,2016-10-13 18:00:00
31748,216.0,216.0,2.0,82.0,1500.0,88.0,16.4,1014.0,13.5,0.0,SW,0.2,Aotizhongxin,2016-10-13 19:00:00
31749,236.0,236.0,2.0,96.0,1700.0,59.0,15.2,1014.4,13.6,0.0,SE,0.1,Aotizhongxin,2016-10-13 20:00:00
31750,248.0,248.0,2.0,123.0,1900.0,26.0,14.6,1014.7,13.5,0.0,ENE,0.6,Aotizhongxin,2016-10-13 21:00:00
31751,259.0,259.0,2.0,150.0,2500.0,2.0,14.3,1015.1,13.3,0.0,SSE,0.3,Aotizhongxin,2016-10-13 22:00:00
31752,248.0,248.0,2.0,135.0,2300.0,2.0,14.0,1015.3,13.2,0.0,E,0.5,Aotizhongxin,2016-10-13 23:00:00
31753,225.0,225.0,2.0,145.0,2400.0,2.0,14.0,1015.3,13.2,0.0,NNE,0.5,Aotizhongxin,2016-10-14 00:00:00
31754,211.0,260.0,2.0,151.0,2400.0,2.0,13.4,1015.2,12.6,0.0,NE,1.1,Aotizhongxin,2016-10-14 01:00:00
31755,219.0,219.0,2.0,129.0,2100.0,2.0,13.4,1015.5,12.8,0.0,NE,0.7,Aotizhongxin,2016-10-14 02:00:00
31756,208.0,208.0,2.0,113.0,1800.0,2.0,13.1,1015.4,12.5,0.0,NE,0.5,Aotizhongxin,2016-10-14 03:00:00
31757,210.0,210.0,2.0,104.0,1600.0,2.0,12.7,1015.4,12.1,0.0,E,0.5,Aotizhongxin,2016-10-14 04:00:00
31758,206.0,206.0,2.0,99.0,1600.0,2.0,12.9,1015.6,12.3,0.0,NE,0.5,Aotizhongxin,2016-10-14 05:00:00
31759,200.0,200.0,2.0,94.0,1600.0,2.0,12.4,1016.1,11.8,0.0,ENE,0.9,Aotizhongxin,2016-10-14 06:00:00
31760,177.0,177.0,2.0,92.0,1600.0,2.0,12.4,1016.6,11.8,0.0,SSW,0.4,Aotizhongxin,2016-10-14 07:00:00
31761,168.0,168.0,2.0,89.0,1600.0,2.0,13.6,1017.3,13.1,0.0,E,0.5,Aotizhongxin,2016-10-14 08:00:00
31762,193.0,193.0,2.0,97.0,1800.0,2.0,14.6,1018.0,13.8,0.0,ESE,0.8,Aotizhongxin,2016-10-14 09:00:00
31763,212.0,212.0,2.0,94.0,1700.0,5.0,16.8,1018.0,14.3,0.0,NE,1.3,Aotizhongxin,2016-10-14 10:00:00
31764,232.0,232.0,2.0,96.0,1900.0,24.0,18.5,1017.8,13.6,0.0,N,1.5,Aotizhongxin,2016-10-14 11:00:00
31765,243.0,243.0,3.0,74.0,1600.0,67.0,19.5,1017.2,14.1,0.0,SSE,1.3,Aotizhongxin,2016-10-14 12:00:00
31766,276.0,276.0,7.0,72.0,1700.0,104.0,20.9,1016.6,13.8,0.0,S,1.0,Aotizhongxin,2016-10-14 13:00:00
31767,317.0,317.0,7.0,101.0,1900.0,102.0,21.5,1015.8,14.6,0.0,SSW,1.3,Aotizhongxin,2016-10-14 14:00:00
31768,346.0,346.0,7.0,140.0,2000.0,92.0,21.7,1015.6,14.1,0.0,SW,1.8,Aotizhongxin,2016-10-14 15:00:00
31769,279.0,279.0,7.0,106.0,1600.0,102.0,22.1,1015.6,12.6,0.0,S,1.2,Aotizhongxin,2016-10-14 16:00:00
31770,214.0,214.0,8.0,79.0,1400.0,122.0,19.9,1015.7,13.8,0.0,SE,0.0,Aotizhongxin,2016-10-14 17:00:00
31771,227.0,270.0,4.0,115.0,1900.0,71.0,17.1,1016.0,14.2,0.0,NNE,0.2,Aotizhongxin,2016-10-14 18:00:00
31772,320.0,320.0,2.0,201.0,2100.0,2.0,16.1,1016.6,14.3,0.0,NE,1.2,Aotizhongxin,2016-10-14 19:00:00
31773,305.0,305.0,2.0,192.0,2300.0,2.0,15.0,1017.2,13.9,0.0,NE,0.9,Aotizhongxin,2016-10-14 20:00:00
31774,263.0,263.0,2.0,182.0,2400.0,2.0,14.4,1017.7,13.4,0.0,NNW,0.3,Aotizhongxin,2016-10-14 21:00:00
31775,258.0,258.0,2.0,171.0,2500.0,2.0,13.8,1018.1,13.0,0.0,ENE,1.2,Aotizhongxin,2016-10-14 22:00:00
31776,259.0,259.0,2.0,162.0,2400.0,2.0,13.7,1018.3,12.9,0.0,SW,0.0,Aotizhongxin,2016-10-14 23:00:00
31777,268.0,268.0,2.0,151.0,2500.0,2.0,13.2,1018.5,12.6,0.0,SW,0.0,Aotizhongxin,2016-10-15 00:00:00
31778,285.0,285.0,2.0,149.0,2600.0,2.0,12.4,1018.4,11.8,0.0,ENE,1.3,Aotizhongxin,2016-10-15 01:00:00
31779,281.0,281.0,2.0,62.33110181311018,2600.0,2.0,12.1,1018.5,11.5,0.0,ENE,0.4,Aotizhongxin,2016-10-15 02:00:00
31780,271.0,271.0,3.0,115.0,2500.0,2.0,11.9,1018.4,11.3,0.0,N,0.6,Aotizhongxin,2016-10-15 03:00:00
31781,251.0,251.0,2.0,109.0,2200.0,33.94703389830509,10.9,1018.4,10.3,0.0,ENE,1.1,Aotizhongxin,2016-10-15 04:00:00
31782,220.0,220.0,2.0,83.0,1900.0,2.0,11.1,1018.4,10.6,0.0,NE,0.1,Aotizhongxin,2016-10-15 05:00:00
31783,211.0,211.0,3.0,78.0,2000.0,2.0,10.7,1018.7,10.2,0.0,E,0.8,Aotizhongxin,2016-10-15 06:00:00
31784,74.15006468305305,93.45897435897436,11.270166453265045,58.38322580645161,1409.5115681233933,27.43243243243243,11.1,1018.8,10.6,0.0,NE,0.5,Aotizhongxin,2016-10-15 07:00:00
31785,158.0,158.0,2.0,76.0,1700.0,2.0,12.6,1019.2,12.1,0.0,NE,0.8,Aotizhongxin,2016-10-15 08:00:00
31786,159.0,160.0,3.0,87.0,1700.0,2.0,13.5,1019.5,12.7,0.0,ENE,0.9,Aotizhongxin,2016-10-15 09:00:00
31787,176.0,176.0,3.0,90.0,2000.0,2.0,14.6,1019.6,11.7,0.0,NE,0.7,Aotizhongxin,2016-10-15 10:00:00
31788,185.0,185.0,3.0,93.0,2300.0,2.0,15.3,1019.5,12.1,0.0,E,0.8,Aotizhongxin,2016-10-15 11:00:00
31789,194.0,194.0,4.0,103.0,2000.0,3.0,15.9,1018.9,12.8,0.0,ESE,1.4,Aotizhongxin,2016-10-15 12:00:00
31790,75.10313315926894,89.31517509727627,14.428015564202335,41.61658031088083,1161.1688311688313,93.54367666232073,16.1,1018.0,12.1,0.0,E,0.7,Aotizhongxin,2016-10-15 13:00:00
31791,181.0,181.0,4.0,105.0,1800.0,2.0,16.6,1017.4,12.9,0.0,E,1.4,Aotizhongxin,2016-10-15 14:00:00
31792,178.0,178.0,4.0,111.0,1700.0,2.0,16.7,1017.0,12.6,0.0,E,0.5,Aotizhongxin,2016-10-15 15:00:00
31793,182.0,182.0,4.0,112.0,1700.0,2.0,16.6,1016.9,12.7,0.0,ENE,0.3,Aotizhongxin,2016-10-15 16:00:00
31794,175.0,175.0,3.0,119.0,1800.0,2.0,16.3,1016.9,13.6,0.0,ESE,0.7,Aotizhongxin,2016-10-15 17:00:00
31795,162.0,194.0,4.0,124.0,2100.0,2.0,15.6,1017.1,13.6,0.0,SW,0.0,Aotizhongxin,2016-10-15 18:00:00
31796,179.0,181.0,3.0,113.0,2100.0,2.0,15.5,1017.4,13.5,0.0,NW,0.2,Aotizhongxin,2016-10-15 19:00:00
31797,174.0,174.0,3.0,116.0,2100.0,2.0,15.3,1017.8,13.1,0.0,ESE,0.9,Aotizhongxin,2016-10-15 20:00:00
31798,158.0,163.0,4.0,128.0,2100.0,2.0,15.0,1018.1,13.2,0.3,ESE,1.2,Aotizhongxin,2016-10-15 21:00:00
31799,169.0,169.0,4.0,121.0,2100.0,2.0,14.9,1018.3,13.6,0.1,SE,0.5,Aotizhongxin,2016-10-15 22:00:00
31800,171.0,171.0,5.0,113.0,1700.0,2.0,14.9,1018.1,13.6,0.1,ESE,1.2,Aotizhongxin,2016-10-15 23:00:00
31801,177.0,177.0,4.0,103.0,1700.0,2.0,14.9,1017.5,13.4,0.0,SSE,1.1,Aotizhongxin,2016-10-16 00:00:00
31802,158.0,158.0,3.0,92.0,1400.0,2.0,14.5,1017.1,13.0,0.0,SE,0.9,Aotizhongxin,2016-10-16 01:00:00
31803,130.0,130.0,3.0,88.0,1100.0,2.0,14.2,1016.7,13.1,0.0,E,1.2,Aotizhongxin,2016-10-16 02:00:00
31804,129.0,129.0,4.0,85.0,1100.0,2.0,14.2,1016.2,13.1,0.0,SE,1.1,Aotizhongxin,2016-10-16 03:00:00
31805,116.0,116.0,3.0,84.0,1000.0,2.0,14.3,1015.8,13.0,0.0,SE,0.9,Aotizhongxin,2016-10-16 04:00:00
31806,112.0,112.0,2.0,81.0,1000.0,2.0,14.3,1015.5,13.2,0.0,ESE,1.1,Aotizhongxin,2016-10-16 05:00:00
31807,105.0,105.0,2.0,72.0,900.0,5.0,14.3,1015.7,13.2,0.0,SSE,0.5,Aotizhongxin,2016-10-16 06:00:00
31808,101.0,101.0,2.0,67.0,900.0,8.0,14.3,1015.6,13.3,0.0,SW,0.0,Aotizhongxin,2016-10-16 07:00:00
31809,108.0,108.0,2.0,71.0,1200.0,4.0,14.7,1015.6,13.6,0.0,ESE,1.1,Aotizhongxin,2016-10-16 08:00:00
31810,111.0,111.0,2.0,69.0,1000.0,9.0,15.3,1016.0,13.1,0.0,S,0.7,Aotizhongxin,2016-10-16 09:00:00
31811,116.0,116.0,2.0,68.0,900.0,8.0,16.2,1015.9,13.1,0.0,SSW,0.9,Aotizhongxin,2016-10-16 10:00:00
31812,127.0,127.0,2.0,60.0,900.0,19.0,17.0,1014.6,12.7,0.0,SW,1.6,Aotizhongxin,2016-10-16 11:00:00
31813,128.0,128.0,3.0,48.0,800.0,42.0,17.9,1013.7,13.0,0.0,SSW,1.7,Aotizhongxin,2016-10-16 12:00:00
31814,113.0,113.0,3.0,38.0,700.0,65.0,19.0,1013.2,12.7,0.0,SW,1.3,Aotizhongxin,2016-10-16 13:00:00
31815,105.0,105.0,3.0,35.0,700.0,77.0,18.9,1012.2,12.6,0.0,SSW,1.4,Aotizhongxin,2016-10-16 14:00:00
31816,84.0,84.0,3.0,29.0,600.0,87.0,19.6,1011.9,12.6,0.0,SW,2.1,Aotizhongxin,2016-10-16 15:00:00
31817,75.0,75.0,3.0,30.0,600.0,91.0,19.4,1011.6,12.4,0.0,SSW,2.3,Aotizhongxin,2016-10-16 16:00:00
31818,74.0,74.0,2.0,32.0,600.0,86.0,18.8,1011.4,12.3,0.0,SSW,2.0,Aotizhongxin,2016-10-16 17:00:00
31819,77.0,77.0,2.0,41.0,700.0,77.0,16.7,1011.6,13.0,0.0,SW,0.1,Aotizhongxin,2016-10-16 18:00:00
31820,85.0,85.0,2.0,60.0,900.0,51.0,16.2,1012.1,12.9,0.0,WSW,0.7,Aotizhongxin,2016-10-16 19:00:00
31821,95.0,95.0,2.0,72.0,1000.0,34.0,15.2,1012.8,13.0,0.0,WNW,0.8,Aotizhongxin,2016-10-16 20:00:00
31822,114.0,129.0,2.0,90.0,1300.0,9.0,14.6,1013.3,13.0,0.0,NNW,0.3,Aotizhongxin,2016-10-16 21:00:00
31823,131.0,131.0,2.0,97.0,1500.0,2.0,14.5,1013.9,13.0,0.0,NE,0.0,Aotizhongxin,2016-10-16 22:00:00
31824,130.0,131.0,2.0,88.0,1600.0,2.0,13.9,1014.5,12.9,0.0,NNW,0.4,Aotizhongxin,2016-10-16 23:00:00
31825,137.0,137.0,2.0,74.0,1500.0,2.0,12.7,1014.8,11.9,0.0,N,0.8,Aotizhongxin,2016-10-17 00:00:00
31826,130.0,130.0,2.0,72.0,1500.0,2.0,11.8,1015.1,11.0,0.0,ESE,1.1,Aotizhongxin,2016-10-17 01:00:00
31827,122.0,122.0,2.0,62.33110181311018,1400.0,2.0,12.5,1015.2,11.9,0.0,NNE,0.7,Aotizhongxin,2016-10-17 02:00:00
31828,111.0,111.0,2.0,62.0,1000.0,2.0,11.9,1014.9,11.1,0.0,NE,0.8,Aotizhongxin,2016-10-17 03:00:00
31829,102.0,102.0,2.0,60.0,1100.0,33.94703389830509,10.2,1015.3,9.6,0.0,ENE,1.2,Aotizhongxin,2016-10-17 04:00:00
31830,67.0,67.0,2.0,59.0,700.0,2.0,11.2,1015.8,10.6,0.0,ENE,2.0,Aotizhongxin,2016-10-17 05:00:00
31831,74.0,74.0,2.0,56.0,900.0,2.0,10.4,1016.7,9.5,0.0,ENE,0.9,Aotizhongxin,2016-10-17 06:00:00
31832,78.0,78.0,2.0,53.0,900.0,2.0,11.3,1017.1,10.5,0.0,NNE,1.8,Aotizhongxin,2016-10-17 07:00:00
31833,71.0,71.0,2.0,49.0,700.0,5.0,13.7,1018.0,10.5,0.0,E,1.2,Aotizhongxin,2016-10-17 08:00:00
31834,78.0,78.0,2.0,48.0,700.0,10.0,16.1,1018.6,9.5,0.0,ENE,1.6,Aotizhongxin,2016-10-17 09:00:00
31835,74.875,95.51612903225806,2.0,47.0,600.0,22.0,18.1,1018.8,7.2,0.0,ENE,2.2,Aotizhongxin,2016-10-17 10:00:00
31836,25.0,25.0,2.0,32.0,300.0,41.0,19.4,1018.7,5.8,0.0,SE,1.5,Aotizhongxin,2016-10-17 11:00:00
31837,25.0,25.0,2.0,32.0,300.0,53.0,20.4,1017.7,2.2,0.0,S,1.5,Aotizhongxin,2016-10-17 12:00:00
31838,36.0,36.0,2.0,38.0,300.0,61.0,21.0,1016.7,2.7,0.0,SE,1.4,Aotizhongxin,2016-10-17 13:00:00
31839,32.0,32.0,2.0,32.0,300.0,67.0,21.6,1015.8,1.8,0.0,ESE,1.7,Aotizhongxin,2016-10-17 14:00:00
31840,33.0,33.0,2.0,41.0,300.0,65.0,22.3,1015.2,3.4,0.0,S,1.7,Aotizhongxin,2016-10-17 15:00:00
31841,34.0,91.0,2.0,45.0,300.0,66.0,21.6,1014.9,5.9,0.0,SE,2.0,Aotizhongxin,2016-10-17 16:00:00
31842,43.0,86.0,2.0,40.0,400.0,105.0,20.1,1014.9,4.9,0.0,SE,2.3,Aotizhongxin,2016-10-17 17:00:00
31843,43.0,52.0,2.0,45.0,600.0,88.0,18.1,1015.2,6.3,0.0,SE,1.3,Aotizhongxin,2016-10-17 18:00:00
31844,50.0,86.0,2.0,94.0,800.0,31.0,15.2,1015.7,7.7,0.0,ESE,0.9,Aotizhongxin,2016-10-17 19:00:00
31845,54.0,83.0,2.0,111.0,1000.0,7.0,17.4,1016.4,9.3,0.0,SSE,1.8,Aotizhongxin,2016-10-17 20:00:00
31846,69.0,141.0,4.0,114.0,1500.0,4.0,16.0,1017.1,9.9,0.0,SE,1.1,Aotizhongxin,2016-10-17 21:00:00
31847,99.0,178.0,3.0,84.0,2200.0,24.0,14.3,1017.5,10.5,0.0,SSE,0.6,Aotizhongxin,2016-10-17 22:00:00
31848,110.0,128.0,2.0,61.0,1800.0,34.0,13.3,1018.2,11.4,0.0,NE,0.7,Aotizhongxin,2016-10-17 23:00:00
31849,109.0,115.0,2.0,54.0,1600.0,34.0,14.3,1018.1,12.2,0.0,ESE,1.2,Aotizhongxin,2016-10-18 00:00:00
31850,112.0,114.0,3.0,53.0,2000.0,32.0,14.9,1017.9,12.8,0.0,E,1.0,Aotizhongxin,2016-10-18 01:00:00
31851,104.0,104.0,3.0,46.0,1900.0,36.0,14.5,1017.5,12.9,0.0,ESE,1.4,Aotizhongxin,2016-10-18 02:00:00
31852,88.0,88.0,2.0,69.0,1400.0,9.0,14.2,1017.3,12.2,0.0,E,1.5,Aotizhongxin,2016-10-18 03:00:00
31853,69.0,69.0,2.0,66.0,1000.0,2.0,14.2,1016.7,11.5,0.0,E,1.5,Aotizhongxin,2016-10-18 04:00:00
31854,45.0,50.0,2.0,61.0,700.0,2.0,14.3,1016.7,11.6,0.0,E,1.3,Aotizhongxin,2016-10-18 05:00:00
31855,69.0,98.0,2.0,66.0,1100.0,2.0,14.5,1017.1,11.8,0.0,NE,0.6,Aotizhongxin,2016-10-18 06:00:00
31856,65.0,98.0,3.0,68.0,1000.0,2.0,14.5,1017.3,12.0,0.0,ENE,0.5,Aotizhongxin,2016-10-18 07:00:00
31857,69.0,111.0,2.0,70.0,1100.0,2.0,14.9,1017.6,12.2,0.0,E,0.8,Aotizhongxin,2016-10-18 08:00:00
31858,67.0,98.0,2.0,67.0,1100.0,2.0,15.2,1018.0,12.3,0.0,ESE,1.0,Aotizhongxin,2016-10-18 09:00:00
31859,69.0,149.0,2.0,64.0,1100.0,2.0,15.7,1018.0,12.8,0.0,ESE,0.4,Aotizhongxin,2016-10-18 10:00:00
31860,89.0,158.0,3.0,68.0,1200.0,2.0,16.3,1017.4,13.0,0.0,NE,0.5,Aotizhongxin,2016-10-18 11:00:00
31861,101.0,185.0,3.0,73.0,1400.0,3.0,17.0,1016.5,13.3,0.0,ESE,1.5,Aotizhongxin,2016-10-18 12:00:00
31862,121.0,170.0,3.0,75.0,1700.0,5.0,17.5,1015.3,13.4,0.0,E,1.5,Aotizhongxin,2016-10-18 13:00:00
31863,139.0,172.0,4.0,77.0,2000.0,11.0,17.8,1014.4,13.7,0.0,ESE,2.1,Aotizhongxin,2016-10-18 14:00:00
31864,140.0,172.0,4.0,86.0,2300.0,9.0,17.6,1013.9,13.5,0.0,E,2.1,Aotizhongxin,2016-10-18 15:00:00
31865,146.0,174.0,6.0,92.0,2400.0,4.0,17.3,1013.8,14.0,0.0,E,1.5,Aotizhongxin,2016-10-18 16:00:00
31866,145.0,184.0,5.0,95.0,2600.0,2.0,17.0,1013.6,13.9,0.0,E,1.2,Aotizhongxin,2016-10-18 17:00:00
31867,158.0,195.0,5.0,101.0,2800.0,2.0,16.8,1013.6,14.1,0.0,ENE,1.6,Aotizhongxin,2016-10-18 18:00:00
31868,164.0,203.0,5.0,103.0,3100.0,2.0,16.7,1013.9,14.2,0.0,E,0.9,Aotizhongxin,2016-10-18 19:00:00
31869,169.0,201.0,5.0,102.0,3200.0,2.0,16.7,1014.2,14.3,0.0,E,1.3,Aotizhongxin,2016-10-18 20:00:00
31870,171.0,196.0,5.0,101.0,3200.0,2.0,16.5,1014.3,14.1,0.0,E,0.6,Aotizhongxin,2016-10-18 21:00:00
31871,169.0,194.0,4.0,97.0,3300.0,2.0,16.6,1014.3,14.4,0.0,SE,0.9,Aotizhongxin,2016-10-18 22:00:00
31872,190.0,219.0,4.0,100.0,2800.0,2.0,16.8,1014.0,14.1,0.0,ESE,1.1,Aotizhongxin,2016-10-18 23:00:00
31873,192.0,192.0,4.0,95.0,2600.0,2.0,16.7,1013.6,14.0,0.0,SE,1.1,Aotizhongxin,2016-10-19 00:00:00
31874,188.0,188.0,4.0,89.0,2400.0,2.0,16.5,1013.4,14.0,0.0,ESE,1.1,Aotizhongxin,2016-10-19 01:00:00
31875,191.0,191.0,3.0,62.33110181311018,2400.0,2.0,15.8,1013.1,14.2,0.0,ESE,0.8,Aotizhongxin,2016-10-19 02:00:00
31876,204.0,204.0,4.0,83.0,2100.0,2.0,15.8,1012.6,14.2,0.0,E,1.0,Aotizhongxin,2016-10-19 03:00:00
31877,202.0,202.0,3.0,82.0,2200.0,33.94703389830509,15.9,1012.1,14.3,0.0,E,0.7,Aotizhongxin,2016-10-19 04:00:00
31878,187.0,187.0,3.0,80.0,2300.0,2.0,15.9,1012.0,14.4,0.0,E,0.8,Aotizhongxin,2016-10-19 05:00:00
31879,177.0,177.0,3.0,79.0,2400.0,2.0,15.9,1012.0,14.6,0.0,SW,0.2,Aotizhongxin,2016-10-19 06:00:00
